post_id,platform,post_type,post_time,likes,comments,shares,post_day,sentiment_score,hashtags
6071,Facebook,poll,8/8/2023 17:45,4929,114,951,Tuesday,negative,No
6072,Instagram,poll,7/5/2023 5:15,2251,2,660,Wednesday,positive,Yes
6073,Instagram,poll,7/5/2023 5:15,2758,10,868,Wednesday,positive,Yes
6074,Instagram,poll,3/19/2023 4:00,3106,78,224,Sunday,negative,Yes
6075,Facebook,carousel,11/11/2023 15:45,191,121,432,Saturday,negative,Yes
6076,Instagram,poll,7/5/2023 5:15,3208,35,870,Wednesday,positive,Yes
6077,Twitter,poll,5/2/2023 0:30,2152,213,363,Tuesday,positive,Yes
6078,Facebook,video,1/4/2023 18:30,2465,0,477,Wednesday,neutral,Yes
6079,Instagram,poll,1/19/2023 7:15,2372,28,357,Thursday,positive,Yes
6080,Twitter,video,12/1/2023 10:00,2421,68,237,Friday,positive,Yes
6081,Instagram,carousel,5/5/2023 20:00,717,218,143,Friday,neutral,Yes
6082,Instagram,image,6/6/2023 19:30,1132,194,870,Tuesday,negative,No
6083,Twitter,text,9/30/2023 10:30,1728,167,177,Saturday,positive,Yes
6084,Facebook,carousel,5/5/2023 16:45,1618,249,597,Friday,neutral,Yes
6085,Instagram,video,12/31/2023 22:30,2306,188,743,Sunday,negative,Yes
6086,Facebook,carousel,1/9/2023 20:00,863,312,250,Monday,positive,Yes
6087,Instagram,image,1/21/2023 1:00,4211,390,918,Saturday,negative,No
6088,Instagram,text,10/6/2023 10:00,3211,184,325,Friday,positive,Yes
6089,Facebook,carousel,11/11/2023 15:45,169,86,509,Saturday,negative,No
6090,Facebook,poll,9/10/2023 13:45,4460,411,1100,Sunday,negative,Yes
6091,Instagram,image,6/6/2023 19:30,2029,182,495,Tuesday,negative,Yes
6092,Instagram,carousel,5/19/2023 4:30,4730,299,967,Friday,positive,No
6093,Instagram,carousel,5/5/2023 20:00,158,245,216,Friday,neutral,Yes
6094,Twitter,image,10/14/2023 18:45,551,121,352,Saturday,neutral,Yes
6095,Twitter,text,11/25/2023 7:30,2425,51,60,Saturday,positive,Yes
6096,Facebook,video,12/27/2023 4:00,3460,92,789,Wednesday,neutral,No
6097,Twitter,image,4/17/2023 15:00,622,136,120,Monday,neutral,Yes
6098,Twitter,text,10/2/2023 12:15,504,114,435,Monday,positive,No
6099,Twitter,carousel,5/3/2023 8:00,2517,273,198,Wednesday,positive,Yes
6100,Twitter,poll,2/9/2023 15:30,2679,162,132,Thursday,positive,No
6101,Facebook,carousel,10/5/2023 6:30,2143,120,615,Thursday,negative,Yes
6102,Facebook,poll,8/8/2023 17:45,4559,55,964,Tuesday,negative,No
6103,Twitter,video,5/23/2023 0:30,3071,270,323,Tuesday,positive,Yes
6104,Instagram,poll,3/19/2023 4:00,2553,89,242,Sunday,negative,No
6105,Facebook,image,2/2/2023 16:00,660,77,46,Thursday,positive,Yes
6106,Instagram,carousel,5/5/2023 20:00,423,151,258,Friday,neutral,Yes
6107,Facebook,text,6/12/2023 9:30,3734,98,1066,Monday,negative,Yes
6108,Twitter,video,12/24/2023 7:45,274,88,166,Sunday,neutral,Yes
6109,Instagram,carousel,4/19/2023 19:45,42,466,778,Wednesday,neutral,Yes
6110,Twitter,text,7/23/2023 5:45,80,81,263,Sunday,neutral,No
6111,Twitter,image,11/16/2023 0:45,1199,108,265,Thursday,negative,No
6112,Instagram,poll,7/5/2023 5:15,2884,17,736,Wednesday,positive,Yes
6113,Twitter,text,9/30/2023 10:30,1550,149,121,Saturday,positive,No
6114,Instagram,poll,1/19/2023 7:15,2242,46,404,Thursday,positive,Yes
6115,Facebook,carousel,11/11/2023 15:45,329,68,505,Saturday,negative,Yes
6116,Instagram,image,2/26/2023 11:45,2457,188,950,Sunday,positive,No
6117,Instagram,text,7/6/2023 8:00,3581,69,84,Thursday,negative,No
6118,Facebook,carousel,1/9/2023 20:00,335,318,200,Monday,positive,No
6119,Twitter,text,11/20/2023 2:00,2197,152,176,Monday,positive,Yes
6120,Twitter,image,5/15/2023 6:30,278,141,169,Monday,neutral,No
6121,Instagram,image,6/6/2023 19:30,1019,177,753,Tuesday,negative,Yes
6122,Facebook,video,1/4/2023 18:30,2530,66,442,Wednesday,neutral,Yes
6123,Instagram,image,6/6/2023 19:30,2071,238,927,Tuesday,negative,Yes
6124,Twitter,text,11/20/2023 2:00,1502,171,140,Monday,positive,No
6125,Facebook,image,2/2/2023 16:00,232,26,246,Thursday,positive,No
6126,Instagram,image,6/6/2023 21:00,4703,351,38,Tuesday,neutral,No
6127,Instagram,image,6/6/2023 19:30,1295,214,869,Tuesday,negative,Yes
6128,Instagram,image,7/1/2023 14:45,5256,232,5,Saturday,positive,Yes
6129,Facebook,video,3/22/2023 3:15,4827,253,10,Wednesday,negative,Yes
6130,Instagram,text,7/6/2023 8:00,3852,14,164,Thursday,negative,Yes
6131,Instagram,carousel,1/1/2023 20:00,5007,101,362,Sunday,positive,Yes
6132,Instagram,video,12/31/2023 22:30,3803,180,698,Sunday,negative,No
6133,Instagram,poll,7/5/2023 5:15,3667,23,691,Wednesday,positive,Yes
6134,Instagram,video,4/10/2023 0:00,3316,215,683,Monday,neutral,Yes
6135,Instagram,text,7/12/2023 0:00,2062,167,36,Wednesday,negative,Yes
6136,Instagram,image,9/20/2023 6:00,3681,389,167,Wednesday,positive,Yes
6137,Instagram,poll,12/29/2023 12:15,5111,541,162,Friday,positive,Yes
6138,Instagram,image,7/1/2023 14:45,3957,199,172,Saturday,positive,No
6139,Facebook,video,4/8/2023 19:15,4752,498,23,Saturday,positive,Yes
6140,Facebook,carousel,11/11/2023 15:45,473,170,380,Saturday,negative,No
6141,Facebook,text,6/12/2023 9:30,3691,87,1017,Monday,negative,Yes
6142,Facebook,video,12/27/2023 4:00,3055,111,811,Wednesday,neutral,Yes
6143,Twitter,text,9/30/2023 10:30,1159,110,235,Saturday,positive,Yes
6144,Facebook,video,5/11/2023 0:30,3866,49,29,Thursday,neutral,No
6145,Instagram,carousel,12/13/2023 4:45,4034,118,719,Wednesday,positive,No
6146,Instagram,video,12/28/2023 16:45,689,507,602,Thursday,negative,Yes
6147,Instagram,carousel,8/4/2023 12:45,152,385,931,Friday,negative,Yes
6148,Twitter,video,12/24/2023 7:45,75,151,140,Sunday,neutral,Yes
6149,Facebook,text,6/25/2023 15:15,1351,290,338,Sunday,positive,Yes
6150,Facebook,video,2/23/2023 17:15,1711,120,223,Thursday,positive,No
6151,Twitter,image,2/10/2023 13:00,2635,168,36,Friday,neutral,Yes
6152,Facebook,carousel,1/27/2023 15:45,3767,281,772,Friday,negative,Yes
6153,Twitter,image,11/16/2023 0:45,519,23,245,Thursday,negative,Yes
6154,Twitter,video,12/1/2023 10:00,1332,116,11,Friday,positive,Yes
6155,Instagram,poll,3/19/2023 4:00,3433,123,394,Sunday,negative,Yes
6156,Facebook,poll,3/1/2023 8:00,2917,464,406,Wednesday,neutral,Yes
6157,Instagram,carousel,7/12/2023 17:45,190,222,848,Wednesday,positive,No
6158,Facebook,text,1/3/2023 3:00,2570,8,347,Tuesday,positive,No
6159,Facebook,poll,9/10/2023 13:45,4351,425,908,Sunday,negative,Yes
6160,Instagram,poll,2/21/2023 16:15,5452,329,597,Tuesday,negative,No
6161,Instagram,text,10/28/2023 19:30,1764,89,275,Saturday,neutral,Yes
6162,Instagram,carousel,1/1/2023 20:00,4659,144,515,Sunday,positive,Yes
6163,Facebook,carousel,1/9/2023 20:00,1156,315,294,Monday,positive,Yes
6164,Twitter,carousel,3/31/2023 16:00,1720,127,19,Friday,positive,Yes
6165,Facebook,poll,9/10/2023 13:45,5149,387,908,Sunday,negative,Yes
6166,Facebook,text,7/18/2023 22:00,2745,5,891,Tuesday,positive,Yes
6167,Twitter,video,12/1/2023 10:00,1634,107,185,Friday,positive,Yes
6168,Facebook,text,1/3/2023 3:00,2462,56,221,Tuesday,positive,No
6169,Instagram,text,10/28/2023 19:30,406,67,155,Saturday,neutral,Yes
6170,Instagram,video,4/10/2023 0:00,3565,248,645,Monday,neutral,Yes
6171,Instagram,video,7/13/2023 9:15,4291,160,485,Thursday,neutral,Yes
6172,Facebook,text,6/25/2023 15:15,106,329,489,Sunday,positive,Yes
6173,Instagram,poll,12/29/2023 12:15,5029,532,141,Friday,positive,Yes
6174,Facebook,carousel,2/3/2023 0:30,4509,191,790,Friday,positive,No
6175,Instagram,video,4/14/2023 10:30,5713,336,769,Friday,positive,Yes
6176,Twitter,text,7/23/2023 5:45,117,168,196,Sunday,neutral,Yes
6177,Twitter,image,10/14/2023 18:45,860,120,80,Saturday,neutral,Yes
6178,Instagram,carousel,5/7/2023 0:30,393,497,701,Sunday,negative,Yes
6179,Facebook,video,1/1/2023 6:00,5450,433,1015,Sunday,neutral,Yes
6180,Instagram,carousel,5/19/2023 4:30,5304,349,1091,Friday,positive,Yes
6181,Twitter,text,8/5/2023 8:45,386,276,28,Saturday,positive,Yes
6182,Twitter,carousel,3/31/2023 16:00,2198,19,125,Friday,positive,Yes
6183,Twitter,video,12/1/2023 10:00,1490,150,93,Friday,positive,Yes
6184,Twitter,text,10/2/2023 12:15,623,159,495,Monday,positive,No
6185,Twitter,image,10/14/2023 18:45,1094,97,280,Saturday,neutral,Yes
6186,Facebook,image,11/27/2023 4:30,1548,209,252,Monday,positive,No
6187,Instagram,carousel,5/5/2023 20:00,285,124,225,Friday,neutral,No
6188,Instagram,image,3/13/2023 23:15,2841,251,246,Monday,negative,Yes
6189,Twitter,image,11/16/2023 0:45,1265,134,305,Thursday,negative,Yes
6190,Instagram,carousel,5/7/2023 0:30,757,485,734,Sunday,negative,Yes
6191,Twitter,text,10/2/2023 12:15,608,108,384,Monday,positive,No
6192,Instagram,carousel,5/5/2023 20:00,679,172,70,Friday,neutral,Yes
6193,Instagram,image,7/1/2023 14:45,4829,201,84,Saturday,positive,No
6194,Twitter,text,7/23/2023 5:45,1413,193,305,Sunday,neutral,No
6195,Facebook,carousel,1/9/2023 20:00,1447,303,270,Monday,positive,No
6196,Instagram,carousel,8/4/2023 12:45,1070,394,780,Friday,negative,Yes
6197,Instagram,carousel,7/12/2023 17:45,729,287,935,Wednesday,positive,Yes
6198,Facebook,text,7/18/2023 22:00,3617,24,716,Tuesday,positive,No
6199,Instagram,video,4/14/2023 10:30,4639,367,888,Friday,positive,Yes
6200,Facebook,carousel,10/3/2023 19:00,991,286,399,Tuesday,negative,Yes
6201,Instagram,carousel,5/5/2023 20:00,457,217,247,Friday,neutral,No
6202,Twitter,image,5/15/2023 6:30,269,115,108,Monday,neutral,Yes
6203,Facebook,carousel,4/23/2023 8:15,1907,451,157,Sunday,negative,No
6204,Twitter,text,12/8/2023 2:15,1935,13,98,Friday,negative,No
6205,Twitter,carousel,3/31/2023 16:00,2839,126,96,Friday,positive,Yes
6206,Instagram,poll,7/5/2023 5:15,2545,41,691,Wednesday,positive,No
6207,Instagram,carousel,7/12/2023 17:45,536,338,939,Wednesday,positive,Yes
6208,Twitter,image,11/16/2023 0:45,1331,7,173,Thursday,negative,Yes
6209,Twitter,image,5/15/2023 6:30,358,207,176,Monday,neutral,Yes
6210,Instagram,video,12/28/2023 16:45,307,479,774,Thursday,negative,Yes
6211,Facebook,video,1/4/2023 18:30,2638,18,497,Wednesday,neutral,Yes
6212,Twitter,carousel,12/27/2023 11:30,287,210,370,Wednesday,positive,Yes
6213,Instagram,video,12/6/2023 4:00,4049,213,534,Wednesday,negative,Yes
6214,Twitter,video,5/23/2023 0:30,3361,164,478,Tuesday,positive,Yes
6215,Instagram,image,7/1/2023 14:45,4605,148,227,Saturday,positive,No
6216,Twitter,text,11/25/2023 7:30,2483,99,94,Saturday,positive,No
6217,Facebook,text,6/12/2023 9:30,3687,105,904,Monday,negative,Yes
6218,Instagram,image,6/6/2023 19:30,989,208,677,Tuesday,negative,Yes
6219,Twitter,carousel,1/30/2023 13:30,1780,2,268,Monday,positive,Yes
6220,Instagram,image,9/20/2023 6:00,4357,332,297,Wednesday,positive,Yes
6221,Facebook,carousel,10/3/2023 19:00,834,313,430,Tuesday,negative,No
6222,Twitter,carousel,1/30/2023 13:30,2036,140,582,Monday,positive,No
6223,Twitter,text,12/8/2023 2:15,1246,29,72,Friday,negative,Yes
6224,Twitter,carousel,7/5/2023 18:15,3451,138,153,Wednesday,positive,Yes
6225,Instagram,poll,2/21/2023 16:15,5326,485,642,Tuesday,negative,Yes
6226,Facebook,video,5/2/2023 6:15,134,188,182,Tuesday,neutral,Yes
6227,Instagram,carousel,5/19/2023 4:30,5150,406,830,Friday,positive,Yes
6228,Instagram,text,7/27/2023 19:15,1196,89,9,Thursday,neutral,No
6229,Instagram,text,5/23/2023 22:30,685,73,348,Tuesday,neutral,No
6230,Twitter,text,9/30/2023 10:30,197,121,92,Saturday,positive,Yes
6231,Twitter,video,10/27/2023 23:45,256,92,316,Friday,neutral,Yes
6232,Twitter,text,7/23/2023 5:45,1421,91,268,Sunday,neutral,No
6233,Facebook,text,7/18/2023 22:00,3017,28,757,Tuesday,positive,Yes
6234,Twitter,text,10/2/2023 12:15,21,127,143,Monday,positive,Yes
6235,Instagram,video,4/14/2023 10:30,5383,500,870,Friday,positive,Yes
6236,Instagram,video,12/6/2023 4:00,5452,129,943,Wednesday,negative,No
6237,Facebook,poll,8/8/2023 17:45,4128,15,1080,Tuesday,negative,Yes
6238,Twitter,image,10/14/2023 18:45,1410,99,317,Saturday,neutral,No
6239,Facebook,poll,8/8/2023 17:45,4861,2,1020,Tuesday,negative,No
6240,Instagram,text,5/23/2023 22:30,212,80,499,Tuesday,neutral,No
6241,Facebook,carousel,2/3/2023 0:30,4837,204,746,Friday,positive,No
6242,Twitter,poll,5/17/2023 0:15,1140,61,495,Wednesday,positive,Yes
6243,Facebook,poll,3/1/2023 8:00,1778,519,246,Wednesday,neutral,Yes
6244,Twitter,text,8/5/2023 8:45,1263,155,47,Saturday,positive,No
6245,Twitter,poll,5/17/2023 0:15,758,172,522,Wednesday,positive,No
6246,Instagram,video,4/14/2023 10:30,5468,445,772,Friday,positive,Yes
6247,Instagram,poll,1/19/2023 7:15,2757,0,462,Thursday,positive,Yes
6248,Facebook,video,12/27/2023 4:00,1884,114,853,Wednesday,neutral,No
6249,Facebook,image,11/27/2023 4:30,2625,258,245,Monday,positive,No
6250,Twitter,carousel,12/27/2023 11:30,613,252,364,Wednesday,positive,Yes
6251,Twitter,poll,5/17/2023 0:15,881,154,586,Wednesday,positive,Yes
6252,Instagram,poll,1/19/2023 7:15,3128,5,421,Thursday,positive,Yes
6253,Instagram,poll,12/29/2023 12:15,6274,501,155,Friday,positive,Yes
6254,Facebook,video,3/22/2023 3:15,6062,227,3,Wednesday,negative,Yes
6255,Twitter,text,8/5/2023 8:45,857,172,12,Saturday,positive,Yes
6256,Twitter,carousel,5/11/2023 11:00,3275,214,461,Thursday,neutral,Yes
6257,Instagram,poll,12/29/2023 12:15,4537,459,326,Friday,positive,Yes
6258,Facebook,video,7/26/2023 20:15,5321,540,327,Wednesday,positive,No
6259,Twitter,text,12/8/2023 2:15,1483,79,76,Friday,negative,No
6260,Facebook,text,7/6/2023 7:00,1699,368,325,Thursday,neutral,Yes
6261,Twitter,poll,5/2/2023 6:15,785,188,114,Tuesday,neutral,Yes
6262,Twitter,text,11/25/2023 7:30,2175,74,275,Saturday,positive,No
6263,Twitter,video,12/1/2023 10:00,2987,85,135,Friday,positive,Yes
6264,Instagram,image,2/26/2023 11:45,1788,15,1004,Sunday,positive,No
6265,Facebook,video,1/4/2023 18:30,2420,94,275,Wednesday,neutral,No
6266,Instagram,carousel,4/19/2023 19:45,880,436,888,Wednesday,neutral,Yes
6267,Instagram,carousel,4/19/2023 19:45,97,423,693,Wednesday,neutral,No
6268,Facebook,carousel,5/14/2023 0:45,4229,462,497,Sunday,neutral,Yes
6269,Instagram,text,7/27/2023 19:15,2360,69,7,Thursday,neutral,Yes
6270,Instagram,video,11/23/2023 2:00,5143,275,625,Thursday,negative,Yes
6271,Instagram,carousel,11/19/2023 12:30,4536,312,691,Sunday,negative,Yes
6272,Instagram,image,1/21/2023 1:00,4542,326,715,Saturday,negative,No
6273,Facebook,video,7/26/2023 20:15,4935,471,473,Wednesday,positive,Yes
6274,Twitter,image,2/10/2023 13:00,1954,83,33,Friday,neutral,Yes
6275,Twitter,text,7/23/2023 5:45,460,76,381,Sunday,neutral,Yes
6276,Instagram,poll,12/29/2023 12:15,5630,526,240,Friday,positive,No
6277,Twitter,video,12/24/2023 7:45,606,149,173,Sunday,neutral,Yes
6278,Instagram,poll,3/19/2023 4:00,3571,83,110,Sunday,negative,Yes
6279,Twitter,image,2/10/2023 13:00,2348,96,110,Friday,neutral,No
6280,Instagram,carousel,5/5/2023 20:00,693,233,85,Friday,neutral,Yes
6281,Instagram,video,7/13/2023 9:15,4247,182,405,Thursday,neutral,No
6282,Facebook,poll,8/8/2023 17:45,4584,74,1137,Tuesday,negative,Yes
6283,Facebook,video,3/22/2023 3:15,4444,171,111,Wednesday,negative,No
6284,Instagram,video,11/23/2023 2:00,4672,273,855,Thursday,negative,No
6285,Instagram,text,7/27/2023 19:15,1878,103,24,Thursday,neutral,Yes
6286,Instagram,carousel,5/19/2023 4:30,4503,369,840,Friday,positive,Yes
6287,Twitter,carousel,7/5/2023 18:15,4274,108,131,Wednesday,positive,No
6288,Twitter,image,11/16/2023 0:45,1157,58,294,Thursday,negative,Yes
6289,Facebook,carousel,5/14/2023 0:45,4117,415,555,Sunday,neutral,No
6290,Instagram,poll,3/19/2023 4:00,3275,158,235,Sunday,negative,Yes
6291,Twitter,video,12/24/2023 7:45,1037,114,295,Sunday,neutral,Yes
6292,Instagram,text,10/6/2023 10:00,3661,107,214,Friday,positive,Yes
6293,Instagram,text,10/6/2023 10:00,2871,233,5,Friday,positive,No
6294,Instagram,carousel,12/13/2023 4:45,5638,237,767,Wednesday,positive,Yes
6295,Facebook,carousel,5/5/2023 16:45,1467,326,518,Friday,neutral,No
6296,Instagram,image,2/26/2023 11:45,2079,77,937,Sunday,positive,No
6297,Twitter,image,5/15/2023 6:30,411,124,141,Monday,neutral,Yes
6298,Instagram,text,5/16/2023 22:15,2490,393,475,Tuesday,positive,Yes
6299,Twitter,image,5/15/2023 6:30,616,188,45,Monday,neutral,No
6300,Twitter,video,6/15/2023 3:15,66,13,29,Thursday,positive,Yes
6301,Facebook,carousel,11/11/2023 15:45,393,29,459,Saturday,negative,No
6302,Twitter,carousel,3/31/2023 16:00,2870,127,172,Friday,positive,Yes
6303,Instagram,poll,7/5/2023 5:15,2872,44,878,Wednesday,positive,Yes
6304,Twitter,image,5/15/2023 6:30,134,261,248,Monday,neutral,No
6305,Facebook,video,1/4/2023 18:30,2246,22,272,Wednesday,neutral,Yes
6306,Facebook,video,4/8/2023 19:15,5235,429,147,Saturday,positive,Yes
6307,Facebook,text,7/6/2023 7:00,2242,361,301,Thursday,neutral,Yes
6308,Instagram,text,10/28/2023 19:30,1390,80,277,Saturday,neutral,Yes
6309,Twitter,image,10/14/2023 18:45,137,73,255,Saturday,neutral,Yes
6310,Instagram,poll,3/19/2023 4:00,2541,113,165,Sunday,negative,No
6311,Facebook,text,6/25/2023 15:15,95,293,287,Sunday,positive,Yes
6312,Facebook,video,4/8/2023 19:15,5198,549,48,Saturday,positive,Yes
6313,Facebook,poll,3/1/2023 8:00,1826,531,412,Wednesday,neutral,No
6314,Instagram,carousel,5/7/2023 0:30,677,397,816,Sunday,negative,Yes
6315,Facebook,poll,8/8/2023 17:45,4351,22,904,Tuesday,negative,Yes
6316,Instagram,text,7/27/2023 19:15,1795,52,18,Thursday,neutral,No
6317,Facebook,carousel,2/3/2023 0:30,5398,138,600,Friday,positive,No
6318,Twitter,text,10/2/2023 12:15,216,77,329,Monday,positive,Yes
6319,Twitter,image,2/10/2023 13:00,3069,80,56,Friday,neutral,Yes
6320,Twitter,text,9/30/2023 10:30,1171,182,94,Saturday,positive,Yes
6321,Instagram,video,4/14/2023 10:30,4679,496,746,Friday,positive,Yes
6322,Instagram,video,4/10/2023 0:00,3585,248,478,Monday,neutral,Yes
6323,Twitter,image,7/14/2023 15:00,975,121,279,Friday,positive,Yes
6324,Facebook,video,5/11/2023 0:30,4148,103,113,Thursday,neutral,Yes
6325,Facebook,image,1/7/2023 10:30,655,185,736,Saturday,negative,Yes
6326,Facebook,carousel,4/23/2023 8:15,2044,473,133,Sunday,negative,Yes
6327,Facebook,carousel,1/9/2023 20:00,783,324,258,Monday,positive,No
6328,Instagram,image,6/6/2023 21:00,4941,417,1,Tuesday,neutral,Yes
6329,Facebook,poll,8/8/2023 17:45,4017,47,908,Tuesday,negative,Yes
6330,Instagram,text,5/16/2023 22:15,1803,375,327,Tuesday,positive,Yes
6331,Twitter,image,7/14/2023 15:00,563,141,555,Friday,positive,Yes
6332,Twitter,text,11/20/2023 2:00,1494,144,236,Monday,positive,No
6333,Twitter,carousel,7/5/2023 18:15,3613,76,188,Wednesday,positive,Yes
6334,Twitter,poll,5/2/2023 6:15,806,101,106,Tuesday,neutral,Yes
6335,Instagram,carousel,4/19/2023 19:45,831,455,842,Wednesday,neutral,Yes
6336,Facebook,video,5/11/2023 0:30,4012,19,131,Thursday,neutral,No
6337,Instagram,text,10/6/2023 10:00,3003,149,42,Friday,positive,Yes
6338,Twitter,carousel,10/2/2023 23:30,451,6,424,Monday,neutral,Yes
6339,Facebook,image,1/7/2023 10:30,81,128,751,Saturday,negative,Yes
6340,Facebook,image,2/2/2023 16:00,301,53,96,Thursday,positive,Yes
6341,Twitter,poll,5/17/2023 0:15,451,161,491,Wednesday,positive,Yes
6342,Facebook,text,6/12/2023 9:30,2930,104,869,Monday,negative,Yes
6343,Twitter,image,5/15/2023 6:30,615,165,79,Monday,neutral,No
6344,Facebook,video,4/8/2023 19:15,4839,484,64,Saturday,positive,No
6345,Facebook,carousel,5/14/2023 0:45,3307,475,697,Sunday,neutral,Yes
6346,Twitter,carousel,1/30/2023 13:30,1832,81,505,Monday,positive,Yes
6347,Instagram,carousel,7/12/2023 17:45,183,289,819,Wednesday,positive,Yes
6348,Twitter,image,2/10/2023 13:00,2326,210,59,Friday,neutral,No
6349,Twitter,text,7/23/2023 5:45,900,115,289,Sunday,neutral,Yes
6350,Twitter,image,10/14/2023 18:45,10,97,253,Saturday,neutral,No
6351,Instagram,image,1/21/2023 1:00,4600,336,820,Saturday,negative,Yes
6352,Instagram,image,6/6/2023 21:00,5033,340,122,Tuesday,neutral,Yes
6353,Facebook,carousel,2/3/2023 0:30,4728,189,749,Friday,positive,Yes
6354,Twitter,video,12/1/2023 10:00,2225,160,225,Friday,positive,Yes
6355,Twitter,text,11/20/2023 2:00,2215,137,79,Monday,positive,No
6356,Instagram,text,5/23/2023 22:30,166,26,612,Tuesday,neutral,No
6357,Twitter,poll,2/9/2023 15:30,2743,185,27,Thursday,positive,Yes
6358,Facebook,carousel,11/11/2023 15:45,433,152,425,Saturday,negative,Yes
6359,Twitter,carousel,3/31/2023 16:00,2980,69,27,Friday,positive,No
6360,Facebook,carousel,1/27/2023 15:45,3763,197,1032,Friday,negative,No
6361,Instagram,carousel,5/7/2023 0:30,1118,432,643,Sunday,negative,Yes
6362,Instagram,image,6/6/2023 21:00,4640,414,42,Tuesday,neutral,Yes
6363,Twitter,carousel,1/30/2023 13:30,1369,25,393,Monday,positive,Yes
6364,Twitter,image,7/14/2023 15:00,1473,189,322,Friday,positive,Yes
6365,Twitter,image,7/14/2023 15:00,132,68,336,Friday,positive,Yes
6366,Facebook,video,4/8/2023 19:15,5348,507,15,Saturday,positive,Yes
6367,Facebook,text,7/18/2023 22:00,3156,59,703,Tuesday,positive,Yes
6368,Twitter,text,11/20/2023 2:00,1873,83,178,Monday,positive,Yes
6369,Twitter,poll,5/2/2023 0:30,2654,178,439,Tuesday,positive,Yes
6370,Facebook,text,6/12/2023 9:30,3299,97,992,Monday,negative,No
6371,Instagram,carousel,12/13/2023 4:45,4037,240,826,Wednesday,positive,No
6372,Instagram,video,7/13/2023 9:15,5539,104,567,Thursday,neutral,Yes
6373,Facebook,image,2/2/2023 16:00,490,103,126,Thursday,positive,No
6374,Facebook,video,5/2/2023 6:15,1450,193,232,Tuesday,neutral,No
6375,Instagram,image,7/1/2023 14:45,5051,244,161,Saturday,positive,Yes
6376,Twitter,image,11/16/2023 0:45,1207,144,56,Thursday,negative,Yes
6377,Instagram,text,7/12/2023 0:00,1213,249,140,Wednesday,negative,No
6378,Instagram,carousel,11/19/2023 12:30,4601,357,850,Sunday,negative,No
6379,Twitter,video,5/23/2023 0:30,3572,243,220,Tuesday,positive,No
6380,Facebook,image,2/2/2023 16:00,1172,97,22,Thursday,positive,No
6381,Instagram,text,5/23/2023 22:30,615,65,565,Tuesday,neutral,Yes
6382,Facebook,video,7/26/2023 20:15,5221,498,543,Wednesday,positive,Yes
6383,Facebook,video,5/11/2023 0:30,5111,28,11,Thursday,neutral,Yes
6384,Twitter,carousel,1/30/2023 13:30,973,55,656,Monday,positive,Yes
6385,Facebook,video,12/27/2023 4:00,2430,133,763,Wednesday,neutral,Yes
6386,Instagram,video,12/28/2023 16:45,1174,527,755,Thursday,negative,Yes
6387,Instagram,carousel,5/7/2023 0:30,1219,448,704,Sunday,negative,Yes
6388,Instagram,text,7/6/2023 8:00,2606,86,198,Thursday,negative,No
6389,Twitter,poll,2/9/2023 15:30,2933,130,64,Thursday,positive,Yes
6390,Twitter,carousel,7/5/2023 18:15,3943,161,19,Wednesday,positive,Yes
6391,Instagram,video,11/23/2023 2:00,5096,241,870,Thursday,negative,Yes
6392,Facebook,video,5/2/2023 6:15,360,163,217,Tuesday,neutral,Yes
6393,Instagram,poll,3/7/2023 19:15,3981,107,474,Tuesday,positive,No
6394,Instagram,image,2/26/2023 11:45,2199,54,807,Sunday,positive,No
6395,Instagram,video,12/28/2023 16:45,441,489,724,Thursday,negative,No
6396,Twitter,text,11/20/2023 2:00,1615,41,204,Monday,positive,Yes
6397,Facebook,image,11/27/2023 4:30,2065,215,206,Monday,positive,Yes
6398,Facebook,poll,9/10/2023 13:45,5278,454,989,Sunday,negative,Yes
6399,Instagram,image,6/6/2023 19:30,1336,160,893,Tuesday,negative,Yes
6400,Instagram,video,7/13/2023 9:15,4572,157,464,Thursday,neutral,No
6401,Facebook,text,7/6/2023 7:00,3217,362,335,Thursday,neutral,No
6402,Instagram,video,12/31/2023 22:30,3109,85,761,Sunday,negative,No
6403,Facebook,poll,9/10/2023 13:45,5759,477,959,Sunday,negative,Yes
6404,Instagram,video,12/6/2023 4:00,4640,180,710,Wednesday,negative,No
6405,Instagram,poll,3/7/2023 19:15,2378,187,533,Tuesday,positive,Yes
6406,Twitter,video,11/12/2023 17:30,934,9,80,Sunday,positive,No
6407,Instagram,image,7/1/2023 14:45,4121,192,305,Saturday,positive,Yes
6408,Facebook,text,1/3/2023 3:00,2149,83,419,Tuesday,positive,Yes
6409,Twitter,video,12/24/2023 7:45,114,60,106,Sunday,neutral,Yes
6410,Twitter,carousel,5/11/2023 11:00,2379,267,315,Thursday,neutral,No
6411,Facebook,carousel,5/14/2023 0:45,4092,476,793,Sunday,neutral,Yes
6412,Facebook,text,1/3/2023 3:00,2155,52,303,Tuesday,positive,Yes
6413,Instagram,carousel,5/19/2023 4:30,6282,325,961,Friday,positive,No
6414,Facebook,text,5/3/2023 12:30,3288,217,69,Wednesday,positive,Yes
6415,Instagram,poll,7/5/2023 5:15,2821,20,624,Wednesday,positive,Yes
6416,Instagram,carousel,7/12/2023 17:45,589,306,977,Wednesday,positive,Yes
6417,Twitter,image,2/10/2023 13:00,2308,34,56,Friday,neutral,Yes
6418,Twitter,image,2/10/2023 13:00,2493,130,19,Friday,neutral,No
